Repositorio,created_at,updated_at,language,merged_pull_requests,releases,open_issues,closed_issues,closed_issues_percent
shadowsocks/ShadowsocksX-NG,2016-06-10T11:49:00Z,2025-08-20T12:09:36Z,Swift,64,30,308,1049,77.3
bayandin/awesome-awesomeness,2014-07-08T05:44:19Z,2025-08-20T21:57:18Z,Ruby,197,0,16,52,76.47
PatrickJS/awesome-cursorrules,2024-09-16T15:38:38Z,2025-08-20T23:17:34Z,MDX,64,0,32,8,20.0
lib-pku/libpku,2018-11-22T13:33:06Z,2025-08-20T23:00:47Z,TeX,22,0,11,32,74.42
TheAlgorithms/C-Plus-Plus,2016-07-16T10:19:45Z,2025-08-20T20:31:16Z,C++,678,0,10,311,96.88
AmruthPillai/Reactive-Resume,2020-03-25T14:08:22Z,2025-08-20T23:25:04Z,TypeScript,0,30,0,0,0.0
facebookresearch/detectron2,2019-09-05T21:30:20Z,2025-08-20T21:34:26Z,Python,0,10,0,0,0.0
swc-project/swc,2017-12-22T11:40:14Z,2025-08-20T17:43:11Z,Rust,0,30,0,0,0.0
qbittorrent/qBittorrent,2012-02-04T09:37:46Z,2025-08-20T22:23:50Z,C++,0,0,0,0,0.0
alan2207/bulletproof-react,2021-05-30T14:47:16Z,2025-08-20T21:15:53Z,TypeScript,0,0,0,0,0.0
jqlang/jq,2012-07-18T19:57:25Z,2025-08-20T20:45:59Z,C,0,15,0,0,0.0
DataTalksClub/data-engineering-zoomcamp,2021-10-21T09:32:50Z,2025-08-20T23:25:01Z,Jupyter Notebook,0,0,2,134,98.53
pnpm/pnpm,2016-01-28T07:40:43Z,2025-08-20T22:35:39Z,TypeScript,2672,30,1874,3015,61.67
certbot/certbot,2014-11-12T02:52:20Z,2025-08-20T20:48:14Z,Python,3993,30,126,5338,97.69
pbatard/rufus,2011-11-19T19:12:05Z,2025-08-20T21:18:38Z,C,1,30,8,2503,99.68
ibraheemdev/modern-unix,2021-01-12T00:50:14Z,2025-08-20T15:40:44Z,,15,0,53,30,36.14
drawdb-io/drawdb,2023-07-16T17:09:20Z,2025-08-20T19:37:51Z,JavaScript,232,0,83,157,65.42
refinedev/refine,2021-01-20T12:01:32Z,2025-08-20T23:25:45Z,TypeScript,4423,30,32,1622,98.07
google/material-design-lite,2015-01-14T22:01:33Z,2025-08-20T19:40:38Z,HTML,654,14,382,1813,82.6
pcottle/learnGitBranching,2012-08-13T22:36:09Z,2025-08-20T22:44:33Z,JavaScript,604,0,49,467,90.5
gchq/CyberChef,2016-11-28T10:34:07Z,2025-08-20T20:23:16Z,JavaScript,509,30,430,626,59.28
SerenityOS/serenity,2018-12-02T19:28:41Z,2025-08-20T23:28:55Z,C++,19489,0,0,0,0.0
beego/beego,2012-02-29T02:32:08Z,2025-08-20T20:17:35Z,Go,0,30,0,0,0.0
explosion/spaCy,2014-07-03T15:15:40Z,2025-08-20T16:13:20Z,Python,0,30,0,0,0.0
xinntao/Real-ESRGAN,2021-07-19T03:23:30Z,2025-08-20T21:09:06Z,Python,0,10,0,0,0.0
CorentinTh/it-tools,2020-04-05T11:50:24Z,2025-08-20T20:28:43Z,Vue,0,10,0,0,0.0
lizongying/my-tv,2023-12-04T12:18:39Z,2025-08-20T18:33:36Z,C,0,30,0,0,0.0
duckdb/duckdb,2018-06-26T15:04:45Z,2025-08-20T21:53:41Z,C++,0,30,0,0,0.0
directus/directus,2012-12-12T01:35:36Z,2025-08-20T19:03:20Z,TypeScript,0,30,0,0,0.0
mckaywrigley/chatbot-ui,2023-03-11T14:53:14Z,2025-08-20T22:01:18Z,TypeScript,269,0,176,817,82.28
ueberdosis/tiptap,2018-08-20T19:58:58Z,2025-08-20T15:51:53Z,TypeScript,1248,30,700,2534,78.35
The-Run-Philosophy-Organization/run,2022-04-10T05:42:40Z,2025-08-20T12:48:24Z,,116,0,42,214,83.59
agno-agi/agno,2022-05-04T15:23:02Z,2025-08-20T22:34:09Z,Python,1741,30,125,1138,90.1
TabbyML/tabby,2023-03-16T09:18:01Z,2025-08-20T20:41:47Z,Rust,2969,30,204,733,78.23
alibaba/nacos,2018-06-15T06:49:27Z,2025-08-20T14:58:03Z,Java,3152,30,255,8897,97.21
balena-io/etcher,2015-10-27T16:53:23Z,2025-08-20T22:57:05Z,TypeScript,1731,30,556,1823,76.63
Chanzhaoyu/chatgpt-web,2023-02-09T03:21:37Z,2025-08-20T20:40:19Z,Vue,159,30,0,1747,100.0
yewstack/yew,2017-12-16T14:19:02Z,2025-08-20T19:28:19Z,Rust,1798,30,113,1143,91.0
pathwaycom/pathway,2022-11-27T13:01:14Z,2025-08-20T22:23:07Z,Python,5,30,44,53,54.64
CherryHQ/cherry-studio,2024-05-24T01:56:26Z,2025-08-20T23:28:27Z,TypeScript,0,30,0,0,0.0
vercel/swr,2019-10-28T18:16:01Z,2025-08-20T21:41:01Z,TypeScript,0,30,0,0,0.0
ziadoz/awesome-php,2013-11-26T03:14:19Z,2025-08-20T20:40:34Z,,0,0,0,0,0.0
chatanywhere/GPT_API_free,2023-04-23T12:42:08Z,2025-08-20T23:14:58Z,Python,0,0,0,0,0.0
Trinea/android-open-project,2014-01-05T15:20:15Z,2025-08-20T17:57:11Z,,0,0,0,0,0.0
v2fly/v2ray-core,2019-04-15T10:05:54Z,2025-08-20T17:50:31Z,Go,0,30,0,0,0.0
binarywang/WxJava,2016-01-06T08:24:05Z,2025-08-20T13:20:49Z,Java,1053,30,64,2306,97.3
shardeum/shardeum,2024-04-16T22:37:25Z,2025-08-20T14:35:14Z,TypeScript,325,0,5,33,86.84
facebookresearch/fairseq,2017-08-29T16:26:12Z,2025-08-20T20:19:20Z,Python,234,16,1191,3055,71.95
mpv-player/mpv,2012-10-13T08:08:44Z,2025-08-20T22:41:33Z,C,3428,30,901,9640,91.45
vnpy/vnpy,2015-03-02T03:36:58Z,2025-08-20T23:22:23Z,Python,1051,30,18,2110,99.15
hasura/graphql-engine,2018-06-18T07:57:36Z,2025-08-20T20:07:39Z,TypeScript,2107,30,2234,4144,64.97
zeromicro/go-zero,2020-08-07T15:37:57Z,2025-08-20T22:17:42Z,Go,2320,30,221,1642,88.14
yunjey/pytorch-tutorial,2017-03-10T07:41:47Z,2025-08-20T14:59:26Z,Python,28,0,66,114,63.33
open-mmlab/mmdetection,2018-08-22T07:06:06Z,2025-08-20T15:35:13Z,Python,2357,30,1752,6745,79.38
mouredev/Hello-Python,2022-08-03T17:14:53Z,2025-08-20T22:29:07Z,Python,0,0,18,275,93.86
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,2023-03-27T09:59:10Z,2025-08-20T22:50:13Z,Python,0,7,0,0,0.0
floating-ui/floating-ui,2016-03-29T17:00:47Z,2025-08-20T17:18:10Z,TypeScript,0,30,0,0,0.0
remix-run/remix,2020-10-26T19:57:28Z,2025-08-20T20:34:31Z,TypeScript,0,30,0,0,0.0
qier222/YesPlayMusic,2020-10-09T10:04:21Z,2025-08-20T16:38:07Z,Vue,0,30,0,0,0.0
RSSNext/Folo,2024-04-08T03:23:35Z,2025-08-20T23:30:53Z,TypeScript,0,28,0,0,0.0
niklasvh/html2canvas,2011-07-16T01:05:58Z,2025-08-20T16:39:40Z,TypeScript,186,30,960,1660,63.36
kuchin/awesome-cto,2016-12-16T19:22:18Z,2025-08-20T12:01:49Z,,18,0,0,11,100.0
amix/vimrc,2012-05-29T16:19:29Z,2025-08-20T06:13:41Z,Vim Script,105,0,12,510,97.7
labstack/echo,2015-03-01T17:43:01Z,2025-08-20T17:20:40Z,Go,591,30,73,1392,95.02
ReactiveX/rxjs,2015-03-15T06:17:10Z,2025-08-20T18:51:24Z,TypeScript,2585,2,220,2940,93.04
airbnb/lottie-web,2015-02-20T21:02:59Z,2025-08-20T22:20:03Z,JavaScript,133,0,769,2125,73.43
microsoft/MS-DOS,2018-06-25T18:26:02Z,2025-08-20T17:55:29Z,Assembly,37,0,0,0,0.0
IceWhaleTech/CasaOS,2021-09-26T02:33:09Z,2025-08-20T21:57:38Z,Go,274,30,676,880,56.56
servo/servo,2012-02-08T19:07:25Z,2025-08-20T21:15:43Z,HTML,20452,0,3005,10991,78.53
lutzroeder/netron,2010-12-26T12:53:43Z,2025-08-20T22:22:25Z,JavaScript,1,2,21,1201,98.28
cockroachdb/cockroach,2014-02-06T00:18:47Z,2025-08-20T21:17:48Z,Go,0,0,0,0,0.0
xyflow/xyflow,2019-07-15T14:47:30Z,2025-08-20T19:25:48Z,TypeScript,0,30,0,0,0.0
backstage/backstage,2020-01-24T22:39:49Z,2025-08-20T22:14:18Z,TypeScript,0,30,0,0,0.0
cursor/cursor,2023-03-12T00:19:42Z,2025-08-20T22:21:30Z,,0,0,0,0,0.0
mli/paper-reading,2021-10-22T06:34:51Z,2025-08-20T21:53:57Z,,0,0,0,0,0.0
google-ai-edge/mediapipe,2019-06-13T19:16:41Z,2025-08-20T21:26:44Z,C++,0,30,0,0,0.0
mqyqingfeng/Blog,2017-03-13T10:04:33Z,2025-08-20T10:02:08Z,,0,0,0,0,0.0
ianstormtaylor/slate,2016-06-18T01:52:42Z,2025-08-20T10:26:56Z,TypeScript,1932,30,667,2528,79.12
dokku/dokku,2013-06-08T10:26:57Z,2025-08-20T23:22:48Z,Shell,4135,30,44,2753,98.43
OpenCut-app/OpenCut,2025-06-22T08:02:17Z,2025-08-20T22:00:07Z,TypeScript,179,0,111,70,38.67
lovell/sharp,2013-08-19T20:24:24Z,2025-08-20T16:26:04Z,JavaScript,301,30,116,3864,97.09
0xAX/linux-insides,2015-01-03T18:44:57Z,2025-08-20T18:54:31Z,Python,566,0,36,153,80.95
mathiasbynens/dotfiles,2011-09-05T18:07:54Z,2025-08-20T18:39:30Z,Shell,42,0,138,254,64.8
coolsnowwolf/lede,2017-09-06T07:39:03Z,2025-08-20T20:17:05Z,C,2009,6,763,8383,91.66
MonitorControl/MonitorControl,2017-09-16T21:13:40Z,2025-08-20T21:54:51Z,Swift,216,26,14,968,98.57
blueimp/jQuery-File-Upload,2010-12-01T15:35:32Z,2025-08-20T13:33:06Z,PHP,118,0,49,3257,98.52
ocrmypdf/OCRmyPDF,2013-12-20T08:26:28Z,2025-08-20T19:23:15Z,Python,153,30,132,1137,89.6
schollz/croc,2017-10-17T15:20:18Z,2025-08-20T15:01:13Z,Go,0,30,0,0,0.0
filebrowser/filebrowser,2015-09-11T21:21:58Z,2025-08-20T21:37:02Z,Go,0,30,0,0,0.0
kubernetes/minikube,2016-04-15T22:38:35Z,2025-08-20T18:09:27Z,Go,0,30,0,0,0.0
1Panel-dev/1Panel,2022-07-19T15:44:52Z,2025-08-20T22:49:52Z,Go,0,30,0,0,0.0
vadimdemedes/ink,2017-06-12T06:12:28Z,2025-08-20T22:49:37Z,TypeScript,0,30,0,0,0.0
derailed/k9s,2019-01-25T18:46:02Z,2025-08-20T20:33:54Z,Go,0,30,0,0,0.0
paperless-ngx/paperless-ngx,2022-02-12T21:56:52Z,2025-08-20T23:29:43Z,Python,0,30,0,0,0.0
khoj-ai/khoj,2021-08-16T01:48:44Z,2025-08-20T23:05:21Z,Python,0,30,0,0,0.0
XTLS/Xray-core,2020-11-09T11:23:10Z,2025-08-20T18:08:47Z,Go,993,30,11,2543,99.57
alibaba/p3c,2017-06-23T06:15:51Z,2025-08-20T15:53:11Z,Kotlin,62,0,161,697,81.24
apache/kafka,2011-08-15T18:06:16Z,2025-08-20T22:59:17Z,Java,11804,0,0,0,0.0
codex-team/editor.js,2015-11-28T20:56:35Z,2025-08-20T19:16:27Z,TypeScript,863,30,599,921,60.59
fish-shell/fish-shell,2012-05-10T03:00:55Z,2025-08-20T23:10:57Z,Rust,2143,30,477,7184,93.77
donnemartin/interactive-coding-challenges,2015-04-28T21:36:39Z,2025-08-20T22:53:40Z,Python,175,0,37,32,46.38
anthropics/claude-code,2025-02-22T17:41:21Z,2025-08-20T23:20:27Z,TypeScript,59,0,2767,3283,54.26
SortableJS/Sortable,2013-12-19T10:10:13Z,2025-08-20T23:20:39Z,JavaScript,244,30,473,1344,73.97
awesome-foss/awesome-sysadmin,2014-12-23T08:41:22Z,2025-08-20T21:32:09Z,,327,0,14,88,86.27
juanfont/headscale,2020-06-21T09:21:05Z,2025-08-20T23:18:56Z,Go,1052,30,94,997,91.38
Textualize/textual,2021-04-08T15:24:47Z,2025-08-20T22:45:41Z,Python,0,30,0,0,0.0
ityouknow/spring-boot-examples,2016-11-05T05:32:33Z,2025-08-20T02:58:18Z,Java,0,0,0,0,0.0
google/comprehensive-rust,2022-12-21T15:17:24Z,2025-08-20T22:59:54Z,Rust,0,0,0,0,0.0
k3s-io/k3s,2018-05-31T01:37:46Z,2025-08-20T23:06:55Z,Go,0,30,0,0,0.0
microsoft/calculator,2019-01-28T17:55:49Z,2025-08-20T17:57:24Z,C++,0,0,0,0,0.0
nextcloud/server,2016-06-02T07:44:14Z,2025-08-20T21:57:57Z,PHP,0,30,0,17938,100.0
utmapp/UTM,2019-04-12T16:09:24Z,2025-08-20T20:09:10Z,Swift,266,30,883,2538,74.19
influxdata/influxdb,2013-09-26T14:31:10Z,2025-08-20T19:23:36Z,Rust,10603,30,2055,11951,85.33
symfony/symfony,2010-01-04T14:21:21Z,2025-08-20T20:47:19Z,PHP,24166,30,555,20673,97.39
parallax/jsPDF,2009-12-06T14:56:32Z,2025-08-20T16:07:03Z,JavaScript,716,30,115,2444,95.51
microsoft/Data-Science-For-Beginners,2021-03-03T16:30:15Z,2025-08-20T19:28:12Z,Jupyter Notebook,308,0,26,95,78.51
huggingface/diffusers,2022-05-30T16:04:02Z,2025-08-20T23:16:44Z,Python,4995,30,559,4412,88.75
openai/CLIP,2020-12-16T11:24:42Z,2025-08-20T22:50:34Z,Jupyter Notebook,28,0,242,193,44.37
ascoders/weekly,2017-03-20T06:10:04Z,2025-08-20T21:55:32Z,JavaScript,136,30,3,363,99.18
webtorrent/webtorrent,2013-10-15T08:16:40Z,2025-08-20T20:07:55Z,JavaScript,957,30,65,1598,96.09
TriliumNext/Trilium,2017-05-23T00:30:20Z,2025-08-20T22:36:23Z,TypeScript,613,30,1084,0,0.0
gkd-kit/gkd,2023-07-04T03:59:15Z,2025-08-20T23:09:13Z,Kotlin,0,30,0,0,0.0
fabricjs/fabric.js,2010-06-09T22:24:38Z,2025-08-20T15:15:08Z,TypeScript,0,30,0,0,0.0
facebook/rocksdb,2012-11-30T06:16:18Z,2025-08-20T23:01:45Z,C++,0,30,0,0,0.0
medusajs/medusa,2020-01-18T13:39:04Z,2025-08-20T22:44:35Z,TypeScript,0,30,0,0,0.0
layui/layui,2015-09-22T08:12:03Z,2025-08-20T17:11:13Z,JavaScript,0,30,0,0,0.0
Binaryify/NeteaseCloudMusicApi,2016-06-22T11:58:03Z,2025-08-20T10:43:30Z,,0,0,0,0,0.0
iawia002/lux,2018-02-24T11:29:03Z,2025-08-20T20:24:42Z,Go,0,30,0,0,0.0
tqdm/tqdm,2015-06-03T13:13:14Z,2025-08-20T18:18:05Z,Python,0,30,0,0,0.0
umami-software/umami,2020-07-17T07:59:00Z,2025-08-20T22:32:32Z,TypeScript,0,30,0,0,0.0
docsifyjs/docsify,2016-11-20T07:55:43Z,2025-08-20T21:26:01Z,JavaScript,0,15,0,0,0.0
linexjlin/GPTs,2023-11-11T03:24:16Z,2025-08-20T18:38:15Z,,42,0,7,21,75.0
exo-explore/exo,2024-06-24T18:36:22Z,2025-08-20T22:49:29Z,Python,207,12,360,146,28.85
alpinejs/alpine,2019-11-28T13:51:55Z,2025-08-20T21:31:40Z,HTML,657,30,0,612,100.0
joshbuchea/HEAD,2016-04-20T20:05:37Z,2025-08-20T19:37:09Z,,86,0,20,73,78.49
AMAI-GmbH/AI-Expert-Roadmap,2020-10-24T21:49:40Z,2025-08-20T15:28:36Z,JavaScript,13,0,20,46,69.7
numpy/numpy,2010-09-13T23:02:39Z,2025-08-20T21:32:10Z,Python,13055,30,2101,11393,84.43
s0md3v/roop,2023-05-28T14:37:54Z,2025-08-20T14:55:21Z,Python,80,6,0,0,0.0
sequelize/sequelize,2010-07-22T07:11:11Z,2025-08-20T20:34:39Z,TypeScript,4927,30,891,9511,91.43
tatsu-lab/stanford_alpaca,2023-03-10T23:33:09Z,2025-08-20T13:13:56Z,Python,5,0,170,98,36.57
OWASP/CheatSheetSeries,2018-12-21T14:26:43Z,2025-08-20T21:21:39Z,Python,1075,0,41,487,92.23
DioxusLabs/dioxus,2021-01-15T01:57:26Z,2025-08-20T22:52:52Z,Rust,1768,25,427,1629,79.23
OAI/OpenAPI-Specification,2014-03-03T16:53:36Z,2025-08-20T22:13:37Z,Markdown,1579,12,140,2224,94.08
GyulyVGC/sniffnet,2022-07-31T21:55:56Z,2025-08-20T22:30:09Z,Rust,430,14,41,239,85.36
transloadit/uppy,2015-11-16T12:32:33Z,2025-08-20T18:50:45Z,TypeScript,3098,30,156,2291,93.62
chinabugotech/hutool,2014-04-13T07:23:51Z,2025-08-20T16:21:54Z,Java,447,30,5,2980,99.83
Lightning-AI/pytorch-lightning,2019-03-31T00:45:57Z,2025-08-20T19:14:58Z,Python,9081,30,920,6477,87.56
pathwaycom/llm-app,2023-07-19T08:43:37Z,2025-08-20T20:34:34Z,Jupyter Notebook,0,0,0,0,0.0
tinygrad/tinygrad,2020-10-18T16:23:12Z,2025-08-20T23:26:37Z,Python,0,13,0,0,0.0
VincentGarreau/particles.js,2014-09-06T14:29:47Z,2025-08-20T15:27:06Z,JavaScript,0,6,0,0,0.0
surrealdb/surrealdb,2021-12-09T15:03:29Z,2025-08-20T15:36:09Z,Rust,0,30,0,0,0.0
drizzle-team/drizzle-orm,2021-06-24T09:03:05Z,2025-08-20T18:44:52Z,TypeScript,0,30,0,0,0.0
square/leakcanary,2015-04-29T23:54:16Z,2025-08-20T22:58:41Z,Kotlin,0,30,0,0,0.0
foundation/foundation-sites,2011-10-13T23:05:42Z,2025-08-17T23:06:07Z,HTML,0,30,0,0,0.0
AdguardTeam/AdGuardHome,2016-07-06T10:31:47Z,2025-08-20T21:24:55Z,Go,0,30,0,0,0.0
herrbischoff/awesome-macos-command-line,2015-09-22T19:37:55Z,2025-08-20T21:55:45Z,,104,0,0,0,0.0
DevToys-app/DevToys,2021-09-29T01:40:41Z,2025-08-20T20:57:24Z,C#,492,30,275,658,70.53
restic/restic,2014-04-27T14:07:58Z,2025-08-20T23:11:15Z,Go,2181,30,423,2392,84.97
jobbole/awesome-python-cn,2015-11-03T09:50:50Z,2025-08-20T10:39:47Z,Makefile,51,0,13,18,58.06
vuejs/vue-cli,2015-12-26T23:11:20Z,2025-08-20T12:10:52Z,JavaScript,1255,30,934,4563,83.01
cheeriojs/cheerio,2011-10-09T04:23:20Z,2025-08-20T16:42:57Z,TypeScript,2836,30,21,1199,98.28
facebook/folly,2012-06-01T20:49:04Z,2025-08-20T20:01:46Z,C++,13,30,293,931,76.06
nothings/stb,2014-05-25T16:51:23Z,2025-08-20T20:18:35Z,C,285,0,199,694,77.72
trailofbits/algo,2016-05-15T03:42:48Z,2025-08-20T16:34:39Z,Python,575,2,85,1534,94.75
wailsapp/wails,2018-12-15T23:14:06Z,2025-08-20T19:56:03Z,Go,1501,30,258,1865,87.85
JushBJJ/Mr.-Ranedeer-AI-Tutor,2023-03-31T12:37:26Z,2025-08-20T17:52:26Z,,0,3,0,0,0.0
microsoft/WSL,2016-04-06T17:32:56Z,2025-08-20T21:48:59Z,C++,0,30,0,0,0.0
hyprwm/Hyprland,2022-03-16T19:49:13Z,2025-08-20T23:15:29Z,C++,0,30,0,0,0.0
apolloconfig/apollo,2016-03-04T10:24:23Z,2025-08-20T08:31:23Z,Java,0,30,0,0,0.0
vbenjs/vue-vben-admin,2020-07-11T02:29:21Z,2025-08-20T17:42:57Z,Vue,0,30,0,0,0.0
nicolargo/glances,2011-12-04T08:49:15Z,2025-08-20T22:24:55Z,Python,0,30,0,0,0.0
elsewhencode/project-guidelines,2017-06-30T10:17:55Z,2025-08-20T16:17:29Z,JavaScript,0,0,0,0,0.0
motiondivision/motion,2018-11-16T09:48:38Z,2025-08-20T21:42:22Z,TypeScript,0,0,0,0,0.0
react-boilerplate/react-boilerplate,2015-02-18T14:36:32Z,2025-08-20T18:18:41Z,JavaScript,0,16,0,0,0.0
aosabook/500lines,2013-11-04T02:02:53Z,2025-08-20T16:44:09Z,JavaScript,175,0,29,41,58.57
ariya/phantomjs,2010-12-27T08:18:58Z,2025-08-19T16:38:27Z,C++,492,0,14,4731,99.7
mantinedev/mantine,2021-01-07T14:02:19Z,2025-08-20T20:23:50Z,TypeScript,1489,30,23,3221,99.29
pmndrs/react-three-fiber,2019-02-25T14:31:51Z,2025-08-20T21:48:37Z,TypeScript,650,30,81,1040,92.77
encode/django-rest-framework,2011-03-02T17:13:56Z,2025-08-20T19:22:20Z,Python,3011,21,58,3887,98.53
heyverse/hey,2022-03-19T15:01:46Z,2025-08-20T11:50:29Z,TypeScript,3765,0,0,0,0.0
IanLunn/Hover,2014-01-02T14:27:35Z,2025-08-20T19:44:38Z,SCSS,23,10,24,83,77.57
tokio-rs/tokio,2016-09-09T22:31:36Z,2025-08-20T20:50:08Z,Rust,3558,30,335,2186,86.71
AllThingsSmitty/css-protips,2015-08-29T12:29:03Z,2025-08-20T21:55:56Z,,73,0,1,61,98.39
standard/standard,2015-01-27T01:23:31Z,2025-08-20T18:13:12Z,JavaScript,409,7,110,1121,91.06
alibaba/canal,2013-01-13T10:59:52Z,2025-08-20T16:07:05Z,Java,0,30,0,0,0.0
GoogleChrome/lighthouse,2016-03-08T01:03:11Z,2025-08-20T16:44:24Z,JavaScript,0,30,0,0,0.0
danny-avila/LibreChat,2023-02-12T01:06:52Z,2025-08-20T23:11:23Z,TypeScript,0,30,0,0,0.0
hashicorp/consul,2013-11-04T22:15:27Z,2025-08-20T18:17:16Z,Go,0,30,0,0,0.0
ageron/handson-ml2,2019-01-08T03:49:07Z,2025-08-20T17:34:11Z,Jupyter Notebook,0,0,0,0,0.0
xuxueli/xxl-job,2015-11-28T12:59:34Z,2025-08-20T16:21:06Z,Java,0,30,0,0,0.0
lukehoban/es6features,2014-03-03T18:29:30Z,2025-08-20T09:46:56Z,,0,0,0,0,0.0
realpython/python-guide,2011-03-15T03:24:20Z,2025-08-20T20:37:50Z,Batchfile,0,0,0,0,0.0
iperov/DeepFaceLive,2020-12-15T12:19:22Z,2025-08-20T23:19:37Z,Python,0,30,0,0,0.0
GorvGoyl/Clone-Wars,2020-12-02T11:10:16Z,2025-08-20T21:11:07Z,,0,0,12,70,85.37
keycloak/keycloak,2013-07-02T13:38:51Z,2025-08-20T22:05:35Z,Java,17523,30,1985,13256,86.98
firecracker-microvm/firecracker,2017-10-19T06:18:47Z,2025-08-20T20:38:26Z,Rust,3171,30,48,1405,96.7
spf13/viper,2014-04-02T14:33:33Z,2025-08-20T18:09:40Z,Go,507,30,412,490,54.32
kodecocodes/swift-algorithm-club,2016-01-26T17:56:12Z,2025-08-20T09:28:27Z,Swift,603,0,32,183,85.12
XIU2/TrackersListCollection,2019-10-03T15:55:07Z,2025-08-20T16:27:46Z,,7,0,0,0,0.0
google-research/tuning_playbook,2023-01-18T23:32:32Z,2025-08-20T17:51:23Z,,14,0,11,34,75.56
sampotts/plyr,2015-02-14T11:33:07Z,2025-08-20T20:36:15Z,JavaScript,384,30,882,1221,58.06
composer/composer,2011-06-08T08:53:00Z,2025-08-20T21:44:23Z,PHP,2930,30,119,7754,98.49
CSSEGISandData/COVID-19,2020-02-04T22:03:53Z,2025-08-19T05:21:18Z,,2151,0,1680,2078,55.3
refined-github/refined-github,2016-02-15T16:45:02Z,2025-08-20T22:46:42Z,TypeScript,3422,30,0,0,0.0
ajeetdsouza/zoxide,2020-03-05T13:11:40Z,2025-08-20T22:30:15Z,Rust,0,30,0,0,0.0
wuyouzhuguli/SpringAll,2018-05-02T02:48:44Z,2025-08-20T09:22:42Z,Java,0,0,0,0,0.0
meta-llama/llama3,2024-03-15T17:57:00Z,2025-08-20T15:55:25Z,Python,0,0,0,0,0.0
postcss/postcss,2013-09-24T23:06:48Z,2025-08-20T20:01:28Z,TypeScript,0,30,0,0,0.0
pmndrs/react-spring,2018-03-07T15:39:32Z,2025-08-20T22:58:30Z,TypeScript,0,30,0,0,0.0
Pierian-Data/Complete-Python-3-Bootcamp,2018-02-12T19:30:10Z,2025-08-20T18:04:49Z,Jupyter Notebook,0,0,0,0,0.0
tastejs/todomvc,2011-06-03T19:56:33Z,2025-08-20T17:53:11Z,JavaScript,0,6,0,0,0.0
dragonflydb/dragonfly,2021-12-11T10:00:42Z,2025-08-20T22:52:38Z,C++,0,30,0,0,0.0
StevenBlack/hosts,2012-04-12T20:22:50Z,2025-08-20T20:32:40Z,Python,0,30,0,0,0.0
alibaba/spring-cloud-alibaba,2017-12-01T20:49:15Z,2025-08-20T15:21:07Z,Java,0,30,198,2302,92.08
wesbos/JavaScript30,2016-12-07T19:15:31Z,2025-08-20T20:49:37Z,HTML,148,0,0,0,0.0
cfenollosa/os-tutorial,2014-09-29T08:39:34Z,2025-08-20T14:57:58Z,C,11,0,75,105,58.33
Ebazhanov/linkedin-skill-assessments-quizzes,2019-07-13T19:52:56Z,2025-08-20T20:19:18Z,,5622,1,84,807,90.57
statelyai/xstate,2015-09-14T15:04:15Z,2025-08-20T21:34:01Z,TypeScript,1975,30,108,1288,92.26
kenwheeler/slick,2014-03-24T02:10:05Z,2025-08-19T17:53:53Z,JavaScript,255,30,1199,2421,66.88
kovidgoyal/kitty,2016-10-16T14:48:28Z,2025-08-20T21:23:45Z,Python,1129,30,10,6260,99.84
feder-cr/Jobs_Applier_AI_Agent_AIHawk,2024-08-04T12:15:06Z,2025-08-20T23:06:55Z,Python,185,0,11,663,98.37
ZuzooVn/machine-learning-for-software-engineers,2016-10-09T21:20:25Z,2025-08-19T17:09:25Z,,60,0,17,9,34.62
microsoft/qlib,2020-08-14T06:46:00Z,2025-08-20T22:55:09Z,Python,725,23,256,724,73.88
grafana/k6,2016-03-21T15:30:24Z,2025-08-20T18:32:54Z,Go,2155,30,0,0,0.0
immerjs/immer,2017-12-29T12:25:47Z,2025-08-20T21:09:08Z,JavaScript,0,30,0,0,0.0
PostHog/posthog,2020-01-23T22:46:58Z,2025-08-20T23:14:40Z,Python,0,19,0,0,0.0
AvaloniaUI/Avalonia,2013-12-05T20:13:21Z,2025-08-20T20:54:30Z,C#,0,30,0,0,0.0
donnemartin/data-science-ipython-notebooks,2015-01-23T19:38:29Z,2025-08-20T16:10:24Z,Python,0,0,0,0,0.0
valinet/ExplorerPatcher,2021-08-09T14:17:24Z,2025-08-20T23:02:11Z,C,0,30,0,0,0.0
vercel/turborepo,2021-10-05T17:37:11Z,2025-08-20T22:14:39Z,Rust,0,30,0,0,0.0
shengxinjing/programmer-job-blacklist,2016-06-25T06:09:10Z,2025-08-20T15:15:53Z,Shell,0,0,0,0,0.0
continuedev/continue,2023-05-24T03:39:39Z,2025-08-20T23:08:00Z,TypeScript,0,30,0,0,0.0
sunface/rust-course,2018-08-07T05:01:21Z,2025-08-20T12:53:20Z,Rust,780,0,60,149,71.29
vuejs/vuex,2015-07-16T04:21:26Z,2025-08-20T07:02:58Z,JavaScript,652,30,99,1165,92.17
jumpserver/jumpserver,2014-07-04T03:54:59Z,2025-08-20T20:02:29Z,Python,7531,30,32,7282,99.56
openai/openai-python,2020-10-25T23:23:54Z,2025-08-20T21:12:51Z,Python,994,30,90,989,91.66
containers/podman,2017-11-01T15:01:27Z,2025-08-20T22:08:06Z,Go,11704,30,784,9245,92.18
codepath/android_guides,2013-06-19T10:24:45Z,2025-08-20T18:06:20Z,,9,0,162,219,57.48
helm/helm,2015-10-06T01:07:32Z,2025-08-20T21:38:03Z,Go,4105,30,473,7670,94.19
